,Time,State,Probability
0,0.0,1,0.25
1,0.0,2,0.25
2,0.0,3,0.25
3,0.0,4,0.25
4,0.0002594287443107808,1,0.24
5,0.0002594287443107808,2,0.25
6,0.0002594287443107808,3,0.26
7,0.0002594287443107808,4,0.25
8,0.00045720353999881914,1,0.22
9,0.00045720353999881914,2,0.25
10,0.00045720353999881914,3,0.26
11,0.00045720353999881914,4,0.27
12,0.0006334134308451855,1,0.2
13,0.0006334134308451855,2,0.26
14,0.0006334134308451855,3,0.26
15,0.0006334134308451855,4,0.28
16,0.0011747557485746935,1,0.2
17,0.0011747557485746935,2,0.26
18,0.0011747557485746935,3,0.26
19,0.0011747557485746935,4,0.28
20,0.001979738830664503,1,0.19
21,0.001979738830664503,2,0.26
22,0.001979738830664503,3,0.27
23,0.001979738830664503,4,0.28
24,0.0020738966717318208,1,0.19
25,0.0020738966717318208,2,0.26
26,0.0020738966717318208,3,0.27
27,0.0020738966717318208,4,0.28
28,0.002193808587306316,1,0.19
29,0.002193808587306316,2,0.26
30,0.002193808587306316,3,0.29
31,0.002193808587306316,4,0.26
32,0.002333586785261335,1,0.18
33,0.002333586785261335,2,0.25
34,0.002333586785261335,3,0.3
35,0.002333586785261335,4,0.27
36,0.0025911219176853106,1,0.19
37,0.0025911219176853106,2,0.24
38,0.0025911219176853106,3,0.31
39,0.0025911219176853106,4,0.26
40,0.0026149260672675987,1,0.19
41,0.0026149260672675987,2,0.23
42,0.0026149260672675987,3,0.33
43,0.0026149260672675987,4,0.25
44,0.002695379389317547,1,0.18
45,0.002695379389317547,2,0.23
46,0.002695379389317547,3,0.32
47,0.002695379389317547,4,0.27
48,0.0031707576391998868,1,0.18
49,0.0031707576391998868,2,0.22
50,0.0031707576391998868,3,0.32
51,0.0031707576391998868,4,0.28
52,0.003293406450379967,1,0.18
53,0.003293406450379967,2,0.22
54,0.003293406450379967,3,0.34
55,0.003293406450379967,4,0.26
56,0.0033508995227093854,1,0.17
57,0.0033508995227093854,2,0.23
58,0.0033508995227093854,3,0.35
59,0.0033508995227093854,4,0.25
60,0.0034473408803458385,1,0.16
61,0.0034473408803458385,2,0.22
62,0.0034473408803458385,3,0.36
63,0.0034473408803458385,4,0.26
64,0.0035004819092101297,1,0.15
65,0.0035004819092101297,2,0.21
66,0.0035004819092101297,3,0.37
67,0.0035004819092101297,4,0.27
68,0.003753131203013631,1,0.15
69,0.003753131203013631,2,0.21
70,0.003753131203013631,3,0.37
71,0.003753131203013631,4,0.27
72,0.003944127053650476,1,0.13
73,0.003944127053650476,2,0.22
74,0.003944127053650476,3,0.37
75,0.003944127053650476,4,0.28
76,0.004053682279309751,1,0.12
77,0.004053682279309751,2,0.21
78,0.004053682279309751,3,0.38
79,0.004053682279309751,4,0.29
80,0.004223879074381065,1,0.11
81,0.004223879074381065,2,0.22
82,0.004223879074381065,3,0.39
83,0.004223879074381065,4,0.28
84,0.004640450097168794,1,0.1
85,0.004640450097168794,2,0.22
86,0.004640450097168794,3,0.4
87,0.004640450097168794,4,0.28
88,0.005112531395689831,1,0.09
89,0.005112531395689831,2,0.23
90,0.005112531395689831,3,0.39
91,0.005112531395689831,4,0.29
92,0.005346937039246202,1,0.08
93,0.005346937039246202,2,0.24
94,0.005346937039246202,3,0.38
95,0.005346937039246202,4,0.3
96,0.005617346196118298,1,0.08
97,0.005617346196118298,2,0.24
98,0.005617346196118298,3,0.38
99,0.005617346196118298,4,0.3
100,0.005723252553576403,1,0.07
101,0.005723252553576403,2,0.25
102,0.005723252553576403,3,0.37
103,0.005723252553576403,4,0.31
104,0.005761695409313759,1,0.07
105,0.005761695409313759,2,0.25
106,0.005761695409313759,3,0.37
107,0.005761695409313759,4,0.31
108,0.006379434751472842,1,0.08
109,0.006379434751472842,2,0.25
110,0.006379434751472842,3,0.38
111,0.006379434751472842,4,0.29
112,0.006776198068100158,1,0.09
113,0.006776198068100158,2,0.24
114,0.006776198068100158,3,0.39
115,0.006776198068100158,4,0.28
116,0.007333114172636299,1,0.08
117,0.007333114172636299,2,0.23
118,0.007333114172636299,3,0.4
119,0.007333114172636299,4,0.29
120,0.0074080649540329445,1,0.08
121,0.0074080649540329445,2,0.24
122,0.0074080649540329445,3,0.4
123,0.0074080649540329445,4,0.28
124,0.007661792788546987,1,0.08
125,0.007661792788546987,2,0.25
126,0.007661792788546987,3,0.4
127,0.007661792788546987,4,0.27
128,0.008197515214830815,1,0.08
129,0.008197515214830815,2,0.25
130,0.008197515214830815,3,0.4
131,0.008197515214830815,4,0.27
132,0.008459002689330388,1,0.07
133,0.008459002689330388,2,0.24
134,0.008459002689330388,3,0.41
135,0.008459002689330388,4,0.28
136,0.008784728995210142,1,0.06
137,0.008784728995210142,2,0.24
138,0.008784728995210142,3,0.4
139,0.008784728995210142,4,0.3
140,0.009312516880808072,1,0.06
141,0.009312516880808072,2,0.24
142,0.009312516880808072,3,0.4
143,0.009312516880808072,4,0.3
144,0.009331801960408876,1,0.05
145,0.009331801960408876,2,0.25
146,0.009331801960408876,3,0.39
147,0.009331801960408876,4,0.31
148,0.009512275804859149,1,0.04
149,0.009512275804859149,2,0.24
150,0.009512275804859149,3,0.4
151,0.009512275804859149,4,0.32
152,0.009715328610547845,1,0.04
153,0.009715328610547845,2,0.25
154,0.009715328610547845,3,0.38
155,0.009715328610547845,4,0.33
156,0.009780020214976412,1,0.03
157,0.009780020214976412,2,0.26
158,0.009780020214976412,3,0.39
159,0.009780020214976412,4,0.32
160,0.010287435004658767,1,0.03
161,0.010287435004658767,2,0.26
162,0.010287435004658767,3,0.41
163,0.010287435004658767,4,0.3
164,0.010890749734198672,1,0.03
165,0.010890749734198672,2,0.25
166,0.010890749734198672,3,0.41
167,0.010890749734198672,4,0.31
168,0.011147788559480554,1,0.03
169,0.011147788559480554,2,0.25
170,0.011147788559480554,3,0.41
171,0.011147788559480554,4,0.31
172,0.011354233155461635,1,0.02
173,0.011354233155461635,2,0.25
174,0.011354233155461635,3,0.42
175,0.011354233155461635,4,0.31
176,0.01185477250062953,1,0.04
177,0.01185477250062953,2,0.24
178,0.01185477250062953,3,0.42
179,0.01185477250062953,4,0.3
180,0.011916613819261073,1,0.05
181,0.011916613819261073,2,0.25
182,0.011916613819261073,3,0.41
183,0.011916613819261073,4,0.29
184,0.01224222590843041,1,0.06
185,0.01224222590843041,2,0.25
186,0.01224222590843041,3,0.42
187,0.01224222590843041,4,0.27
188,0.012464838581148902,1,0.05
189,0.012464838581148902,2,0.25
190,0.012464838581148902,3,0.43
191,0.012464838581148902,4,0.27
192,0.012490695628364306,1,0.05
193,0.012490695628364306,2,0.25
194,0.012490695628364306,3,0.43
195,0.012490695628364306,4,0.27
