,Time,State,Probability
0,0.0,1,0.25
1,0.0,2,0.25
2,0.0,3,0.25
3,0.0,4,0.25
4,3.310286926894327e-05,1,0.24
5,3.310286926894327e-05,2,0.26
6,3.310286926894327e-05,3,0.24
7,3.310286926894327e-05,4,0.26
8,0.00013933977580689276,1,0.25
9,0.00013933977580689276,2,0.26
10,0.00013933977580689276,3,0.25
11,0.00013933977580689276,4,0.24
12,0.0006358010387516476,1,0.26
13,0.0006358010387516476,2,0.25
14,0.0006358010387516476,3,0.26
15,0.0006358010387516476,4,0.23
16,0.0007487809953058274,1,0.26
17,0.0007487809953058274,2,0.24
18,0.0007487809953058274,3,0.26
19,0.0007487809953058274,4,0.24
20,0.0008442008841916065,1,0.25
21,0.0008442008841916065,2,0.24
22,0.0008442008841916065,3,0.25
23,0.0008442008841916065,4,0.26
24,0.0010221832921430611,1,0.23
25,0.0010221832921430611,2,0.24
26,0.0010221832921430611,3,0.25
27,0.0010221832921430611,4,0.28
28,0.0010565120849977494,1,0.22
29,0.0010565120849977494,2,0.23
30,0.0010565120849977494,3,0.26
31,0.0010565120849977494,4,0.29
32,0.0013096574002051252,1,0.23
33,0.0013096574002051252,2,0.23
34,0.0013096574002051252,3,0.27
35,0.0013096574002051252,4,0.27
36,0.0014025917438735356,1,0.22
37,0.0014025917438735356,2,0.23
38,0.0014025917438735356,3,0.28
39,0.0014025917438735356,4,0.27
40,0.0015311250884822707,1,0.2
41,0.0015311250884822707,2,0.24
42,0.0015311250884822707,3,0.28
43,0.0015311250884822707,4,0.28
44,0.001765250911486057,1,0.21
45,0.001765250911486057,2,0.24
46,0.001765250911486057,3,0.27
47,0.001765250911486057,4,0.28
48,0.0021277609051874153,1,0.2
49,0.0021277609051874153,2,0.24
50,0.0021277609051874153,3,0.26
51,0.0021277609051874153,4,0.3
52,0.002365425219543514,1,0.19
53,0.002365425219543514,2,0.24
54,0.002365425219543514,3,0.27
55,0.002365425219543514,4,0.3
56,0.0025109009270210736,1,0.17
57,0.0025109009270210736,2,0.24
58,0.0025109009270210736,3,0.27
59,0.0025109009270210736,4,0.32
60,0.0026680195585076097,1,0.17
61,0.0026680195585076097,2,0.24
62,0.0026680195585076097,3,0.27
63,0.0026680195585076097,4,0.32
64,0.0029308986829869577,1,0.17
65,0.0029308986829869577,2,0.23
66,0.0029308986829869577,3,0.27
67,0.0029308986829869577,4,0.33
68,0.0029701030659654765,1,0.18
69,0.0029701030659654765,2,0.24
70,0.0029701030659654765,3,0.26
71,0.0029701030659654765,4,0.32
72,0.003014337858632992,1,0.19
73,0.003014337858632992,2,0.23
74,0.003014337858632992,3,0.27
75,0.003014337858632992,4,0.31
76,0.0031981376871859854,1,0.18
77,0.0031981376871859854,2,0.23
78,0.0031981376871859854,3,0.28
79,0.0031981376871859854,4,0.31
80,0.003420643484539837,1,0.18
81,0.003420643484539837,2,0.23
82,0.003420643484539837,3,0.28
83,0.003420643484539837,4,0.31
84,0.0034790875321866342,1,0.18
85,0.0034790875321866342,2,0.22
86,0.0034790875321866342,3,0.28
87,0.0034790875321866342,4,0.32
88,0.0035036172815423065,1,0.17
89,0.0035036172815423065,2,0.22
90,0.0035036172815423065,3,0.27
91,0.0035036172815423065,4,0.34
92,0.0035929420260516045,1,0.19
93,0.0035929420260516045,2,0.22
94,0.0035929420260516045,3,0.27
95,0.0035929420260516045,4,0.32
96,0.0037465122490375996,1,0.18
97,0.0037465122490375996,2,0.22
98,0.0037465122490375996,3,0.28
99,0.0037465122490375996,4,0.32
100,0.004123416690130615,1,0.17
101,0.004123416690130615,2,0.22
102,0.004123416690130615,3,0.29
103,0.004123416690130615,4,0.32
104,0.004275818835240396,1,0.17
105,0.004275818835240396,2,0.21
106,0.004275818835240396,3,0.29
107,0.004275818835240396,4,0.33
108,0.0043982550761474636,1,0.16
109,0.0043982550761474636,2,0.21
110,0.0043982550761474636,3,0.3
111,0.0043982550761474636,4,0.33
112,0.0045968139640732205,1,0.16
113,0.0045968139640732205,2,0.21
114,0.0045968139640732205,3,0.32
115,0.0045968139640732205,4,0.31
116,0.004778360655118944,1,0.15
117,0.004778360655118944,2,0.22
118,0.004778360655118944,3,0.33
119,0.004778360655118944,4,0.3
120,0.005138014397560465,1,0.15
121,0.005138014397560465,2,0.22
122,0.005138014397560465,3,0.33
123,0.005138014397560465,4,0.3
124,0.005247407729525719,1,0.14
125,0.005247407729525719,2,0.22
126,0.005247407729525719,3,0.34
127,0.005247407729525719,4,0.3
128,0.005756569278797618,1,0.13
129,0.005756569278797618,2,0.22
130,0.005756569278797618,3,0.35
131,0.005756569278797618,4,0.3
132,0.006131794068744774,1,0.14
133,0.006131794068744774,2,0.21
134,0.006131794068744774,3,0.36
135,0.006131794068744774,4,0.29
136,0.006358087771234356,1,0.14
137,0.006358087771234356,2,0.21
138,0.006358087771234356,3,0.36
139,0.006358087771234356,4,0.29
140,0.006661262780053848,1,0.15
141,0.006661262780053848,2,0.2
142,0.006661262780053848,3,0.37
143,0.006661262780053848,4,0.28
144,0.006946495815523876,1,0.16
145,0.006946495815523876,2,0.2
146,0.006946495815523876,3,0.36
147,0.006946495815523876,4,0.28
148,0.007043268087896532,1,0.16
149,0.007043268087896532,2,0.2
150,0.007043268087896532,3,0.36
151,0.007043268087896532,4,0.28
152,0.007232603438129887,1,0.15
153,0.007232603438129887,2,0.2
154,0.007232603438129887,3,0.37
155,0.007232603438129887,4,0.28
156,0.0075597475697441645,1,0.17
157,0.0075597475697441645,2,0.19
158,0.0075597475697441645,3,0.37
159,0.0075597475697441645,4,0.27
160,0.007769067132803191,1,0.15
161,0.007769067132803191,2,0.19
162,0.007769067132803191,3,0.37
163,0.007769067132803191,4,0.29
164,0.00820856121113978,1,0.15
165,0.00820856121113978,2,0.19
166,0.00820856121113978,3,0.37
167,0.00820856121113978,4,0.29
168,0.008342563704775291,1,0.14
169,0.008342563704775291,2,0.19
170,0.008342563704775291,3,0.36
171,0.008342563704775291,4,0.31
172,0.00854394929111017,1,0.13
173,0.00854394929111017,2,0.19
174,0.00854394929111017,3,0.37
175,0.00854394929111017,4,0.31
176,0.008648793280795531,1,0.12
177,0.008648793280795531,2,0.2
178,0.008648793280795531,3,0.38
179,0.008648793280795531,4,0.3
180,0.008667582111397612,1,0.12
181,0.008667582111397612,2,0.21
182,0.008667582111397612,3,0.36
183,0.008667582111397612,4,0.31
184,0.008897826878003999,1,0.13
185,0.008897826878003999,2,0.21
186,0.008897826878003999,3,0.37
187,0.008897826878003999,4,0.29
188,0.009188843048955609,1,0.14
189,0.009188843048955609,2,0.21
190,0.009188843048955609,3,0.38
191,0.009188843048955609,4,0.27
192,0.009329473912973906,1,0.13
