,Time,State,Probability
0,0.0,1,0.25
1,0.0,2,0.25
2,0.0,3,0.25
3,0.0,4,0.25
4,0.00010878936485533649,1,0.23
5,0.00010878936485533649,2,0.26
6,0.00010878936485533649,3,0.25
7,0.00010878936485533649,4,0.26
8,0.0004137299760115196,1,0.23
9,0.0004137299760115196,2,0.26
10,0.0004137299760115196,3,0.25
11,0.0004137299760115196,4,0.26
12,0.0005124404358895037,1,0.23
13,0.0005124404358895037,2,0.26
14,0.0005124404358895037,3,0.25
15,0.0005124404358895037,4,0.26
16,0.0005445248846620911,1,0.22
17,0.0005445248846620911,2,0.27
18,0.0005445248846620911,3,0.24
19,0.0005445248846620911,4,0.27
20,0.0005837997449055038,1,0.23
21,0.0005837997449055038,2,0.26
22,0.0005837997449055038,3,0.25
23,0.0005837997449055038,4,0.26
24,0.0008125609701230907,1,0.23
25,0.0008125609701230907,2,0.26
26,0.0008125609701230907,3,0.25
27,0.0008125609701230907,4,0.26
28,0.0009994519790610444,1,0.22
29,0.0009994519790610444,2,0.26
30,0.0009994519790610444,3,0.26
31,0.0009994519790610444,4,0.26
32,0.0010642526802620998,1,0.2
33,0.0010642526802620998,2,0.27
34,0.0010642526802620998,3,0.26
35,0.0010642526802620998,4,0.27
36,0.0011968802381356683,1,0.21
37,0.0011968802381356683,2,0.27
38,0.0011968802381356683,3,0.27
39,0.0011968802381356683,4,0.25
40,0.001370557221058897,1,0.2
41,0.001370557221058897,2,0.27
42,0.001370557221058897,3,0.28
43,0.001370557221058897,4,0.25
44,0.0014511859359283685,1,0.19
45,0.0014511859359283685,2,0.28
46,0.0014511859359283685,3,0.29
47,0.0014511859359283685,4,0.24
48,0.0017076495737622212,1,0.18
49,0.0017076495737622212,2,0.28
50,0.0017076495737622212,3,0.3
51,0.0017076495737622212,4,0.24
52,0.0018529736952312293,1,0.17
53,0.0018529736952312293,2,0.29
54,0.0018529736952312293,3,0.29
55,0.0018529736952312293,4,0.25
56,0.0020149111200210945,1,0.16
57,0.0020149111200210945,2,0.29
58,0.0020149111200210945,3,0.3
59,0.0020149111200210945,4,0.25
60,0.0023497280382045985,1,0.16
61,0.0023497280382045985,2,0.29
62,0.0023497280382045985,3,0.32
63,0.0023497280382045985,4,0.23
64,0.002761261116475555,1,0.15
65,0.002761261116475555,2,0.29
66,0.002761261116475555,3,0.33
67,0.002761261116475555,4,0.23
68,0.0029667093440331267,1,0.15
69,0.0029667093440331267,2,0.29
70,0.0029667093440331267,3,0.35
71,0.0029667093440331267,4,0.21
72,0.0031044923437721504,1,0.13
73,0.0031044923437721504,2,0.29
74,0.0031044923437721504,3,0.35
75,0.0031044923437721504,4,0.23
76,0.003572929948987382,1,0.12
77,0.003572929948987382,2,0.28
78,0.003572929948987382,3,0.36
79,0.003572929948987382,4,0.24
80,0.0037064285173350983,1,0.13
81,0.0037064285173350983,2,0.28
82,0.0037064285173350983,3,0.37
83,0.0037064285173350983,4,0.22
84,0.004331177780512242,1,0.12
85,0.004331177780512242,2,0.29
86,0.004331177780512242,3,0.36
87,0.004331177780512242,4,0.23
88,0.004430298300462814,1,0.11
89,0.004430298300462814,2,0.29
90,0.004430298300462814,3,0.35
91,0.004430298300462814,4,0.25
92,0.0046472760962293,1,0.1
93,0.0046472760962293,2,0.3
94,0.0046472760962293,3,0.34
95,0.0046472760962293,4,0.26
96,0.004802602501690204,1,0.1
97,0.004802602501690204,2,0.29
98,0.004802602501690204,3,0.36
99,0.004802602501690204,4,0.25
100,0.0050269902931090035,1,0.09
101,0.0050269902931090035,2,0.29
102,0.0050269902931090035,3,0.35
103,0.0050269902931090035,4,0.27
104,0.005261444731171923,1,0.1
105,0.005261444731171923,2,0.28
106,0.005261444731171923,3,0.36
107,0.005261444731171923,4,0.26
108,0.005507343667045734,1,0.1
109,0.005507343667045734,2,0.28
110,0.005507343667045734,3,0.38
111,0.005507343667045734,4,0.24
112,0.00565833335076518,1,0.1
113,0.00565833335076518,2,0.27
114,0.00565833335076518,3,0.38
115,0.00565833335076518,4,0.25
116,0.005775745584137577,1,0.1
117,0.005775745584137577,2,0.27
118,0.005775745584137577,3,0.38
119,0.005775745584137577,4,0.25
120,0.006459383539081198,1,0.09
121,0.006459383539081198,2,0.28
122,0.006459383539081198,3,0.37
123,0.006459383539081198,4,0.26
124,0.006926343873842479,1,0.08
125,0.006926343873842479,2,0.28
126,0.006926343873842479,3,0.36
127,0.006926343873842479,4,0.28
128,0.006978196346524973,1,0.08
129,0.006978196346524973,2,0.27
130,0.006978196346524973,3,0.38
131,0.006978196346524973,4,0.27
132,0.007147495442031633,1,0.07
133,0.007147495442031633,2,0.28
134,0.007147495442031633,3,0.37
135,0.007147495442031633,4,0.28
136,0.007430730462614892,1,0.06
137,0.007430730462614892,2,0.28
138,0.007430730462614892,3,0.38
139,0.007430730462614892,4,0.28
140,0.007813788899792446,1,0.06
141,0.007813788899792446,2,0.28
142,0.007813788899792446,3,0.38
143,0.007813788899792446,4,0.28
144,0.008092182756325447,1,0.05
145,0.008092182756325447,2,0.29
146,0.008092182756325447,3,0.37
147,0.008092182756325447,4,0.29
148,0.00832606424078645,1,0.07
149,0.00832606424078645,2,0.29
150,0.00832606424078645,3,0.37
151,0.00832606424078645,4,0.27
152,0.008537965049768564,1,0.07
153,0.008537965049768564,2,0.29
154,0.008537965049768564,3,0.37
155,0.008537965049768564,4,0.27
156,0.008907359574283472,1,0.06
157,0.008907359574283472,2,0.3
158,0.008907359574283472,3,0.36
159,0.008907359574283472,4,0.28
160,0.009235847210506522,1,0.06
161,0.009235847210506522,2,0.28
162,0.009235847210506522,3,0.38
163,0.009235847210506522,4,0.28
164,0.009360619040109522,1,0.05
165,0.009360619040109522,2,0.29
166,0.009360619040109522,3,0.37
167,0.009360619040109522,4,0.29
168,0.00990241645829075,1,0.05
169,0.00990241645829075,2,0.29
170,0.00990241645829075,3,0.37
171,0.00990241645829075,4,0.29
172,0.009917974045066528,1,0.04
173,0.009917974045066528,2,0.28
174,0.009917974045066528,3,0.38
175,0.009917974045066528,4,0.3
176,0.010065855113776383,1,0.06
177,0.010065855113776383,2,0.27
178,0.010065855113776383,3,0.38
179,0.010065855113776383,4,0.29
180,0.010787827928522955,1,0.07
181,0.010787827928522955,2,0.27
182,0.010787827928522955,3,0.39
183,0.010787827928522955,4,0.27
184,0.010842964996682752,1,0.06
185,0.010842964996682752,2,0.27
186,0.010842964996682752,3,0.4
187,0.010842964996682752,4,0.27
188,0.01094279715553636,1,0.07
189,0.01094279715553636,2,0.26
190,0.01094279715553636,3,0.41
191,0.01094279715553636,4,0.26
192,0.011264457147571297,1,0.07
193,0.011264457147571297,2,0.26
194,0.011264457147571297,3,0.41
