,Time,State,Probability
0,0.0,1,0.25
1,0.0,2,0.25
2,0.0,3,0.25
3,0.0,4,0.25
4,0.0003083324824685637,1,0.26
5,0.0003083324824685637,2,0.25
6,0.0003083324824685637,3,0.26
7,0.0003083324824685637,4,0.23
8,0.0008716200004700051,1,0.24
9,0.0008716200004700051,2,0.25
10,0.0008716200004700051,3,0.26
11,0.0008716200004700051,4,0.25
12,0.0013357742841185816,1,0.24
13,0.0013357742841185816,2,0.25
14,0.0013357742841185816,3,0.26
15,0.0013357742841185816,4,0.25
16,0.00166781259939021,1,0.23
17,0.00166781259939021,2,0.25
18,0.00166781259939021,3,0.27
19,0.00166781259939021,4,0.25
20,0.0018295079111228033,1,0.23
21,0.0018295079111228033,2,0.26
22,0.0018295079111228033,3,0.27
23,0.0018295079111228033,4,0.24
24,0.0022142594875453284,1,0.23
25,0.0022142594875453284,2,0.26
26,0.0022142594875453284,3,0.27
27,0.0022142594875453284,4,0.24
28,0.002679732622620235,1,0.23
29,0.002679732622620235,2,0.26
30,0.002679732622620235,3,0.29
31,0.002679732622620235,4,0.22
32,0.0030430064639760303,1,0.22
33,0.0030430064639760303,2,0.26
34,0.0030430064639760303,3,0.3
35,0.0030430064639760303,4,0.22
36,0.003217066958313589,1,0.21
37,0.003217066958313589,2,0.27
38,0.003217066958313589,3,0.29
39,0.003217066958313589,4,0.23
40,0.003309067261811014,1,0.19
41,0.003309067261811014,2,0.27
42,0.003309067261811014,3,0.29
43,0.003309067261811014,4,0.25
44,0.003422864380202212,1,0.18
45,0.003422864380202212,2,0.27
46,0.003422864380202212,3,0.3
47,0.003422864380202212,4,0.25
48,0.0035873956843481374,1,0.17
49,0.0035873956843481374,2,0.28
50,0.0035873956843481374,3,0.29
51,0.0035873956843481374,4,0.26
52,0.0037147299788393233,1,0.18
53,0.0037147299788393233,2,0.27
54,0.0037147299788393233,3,0.3
55,0.0037147299788393233,4,0.25
56,0.0041596521619494,1,0.18
57,0.0041596521619494,2,0.26
58,0.0041596521619494,3,0.3
59,0.0041596521619494,4,0.26
60,0.004217295730531676,1,0.18
61,0.004217295730531676,2,0.26
62,0.004217295730531676,3,0.3
63,0.004217295730531676,4,0.26
64,0.0044662054131233446,1,0.19
65,0.0044662054131233446,2,0.26
66,0.0044662054131233446,3,0.31
67,0.0044662054131233446,4,0.24
68,0.004605073315224192,1,0.2
69,0.004605073315224192,2,0.26
70,0.004605073315224192,3,0.32
71,0.004605073315224192,4,0.22
72,0.004687216075092542,1,0.21
73,0.004687216075092542,2,0.27
74,0.004687216075092542,3,0.31
75,0.004687216075092542,4,0.21
76,0.005359631348092704,1,0.21
77,0.005359631348092704,2,0.27
78,0.005359631348092704,3,0.31
79,0.005359631348092704,4,0.21
80,0.005875153070290965,1,0.19
81,0.005875153070290965,2,0.27
82,0.005875153070290965,3,0.31
83,0.005875153070290965,4,0.23
84,0.005994577465001568,1,0.18
85,0.005994577465001568,2,0.27
86,0.005994577465001568,3,0.32
87,0.005994577465001568,4,0.23
88,0.006127606474760477,1,0.18
89,0.006127606474760477,2,0.27
90,0.006127606474760477,3,0.32
91,0.006127606474760477,4,0.23
92,0.006147608814713895,1,0.18
93,0.006147608814713895,2,0.27
94,0.006147608814713895,3,0.32
95,0.006147608814713895,4,0.23
96,0.0064434235940488815,1,0.2
97,0.0064434235940488815,2,0.26
98,0.0064434235940488815,3,0.32
99,0.0064434235940488815,4,0.22
100,0.00659870272500849,1,0.19
101,0.00659870272500849,2,0.25
102,0.00659870272500849,3,0.33
103,0.00659870272500849,4,0.23
104,0.00674211456617892,1,0.2
105,0.00674211456617892,2,0.24
106,0.00674211456617892,3,0.34
107,0.00674211456617892,4,0.22
108,0.007264966240096371,1,0.19
109,0.007264966240096371,2,0.24
110,0.007264966240096371,3,0.33
111,0.007264966240096371,4,0.24
112,0.007697487164149091,1,0.19
113,0.007697487164149091,2,0.22
114,0.007697487164149091,3,0.35
115,0.007697487164149091,4,0.24
116,0.007764147614523189,1,0.18
117,0.007764147614523189,2,0.22
118,0.007764147614523189,3,0.34
119,0.007764147614523189,4,0.26
120,0.007982044786987675,1,0.18
121,0.007982044786987675,2,0.22
122,0.007982044786987675,3,0.34
123,0.007982044786987675,4,0.26
124,0.008169796029154783,1,0.17
125,0.008169796029154783,2,0.21
126,0.008169796029154783,3,0.35
127,0.008169796029154783,4,0.27
128,0.008520319299559282,1,0.17
129,0.008520319299559282,2,0.21
130,0.008520319299559282,3,0.35
131,0.008520319299559282,4,0.27
132,0.008686032494378616,1,0.16
133,0.008686032494378616,2,0.21
134,0.008686032494378616,3,0.36
135,0.008686032494378616,4,0.27
136,0.008718449546844531,1,0.15
137,0.008718449546844531,2,0.22
138,0.008718449546844531,3,0.35
139,0.008718449546844531,4,0.28
140,0.008843083000981173,1,0.15
141,0.008843083000981173,2,0.21
142,0.008843083000981173,3,0.35
143,0.008843083000981173,4,0.29
144,0.009347379991714748,1,0.14
145,0.009347379991714748,2,0.23
146,0.009347379991714748,3,0.34
147,0.009347379991714748,4,0.29
148,0.009445858563963622,1,0.13
149,0.009445858563963622,2,0.24
150,0.009445858563963622,3,0.33
151,0.009445858563963622,4,0.3
152,0.009673879145018017,1,0.13
153,0.009673879145018017,2,0.24
154,0.009673879145018017,3,0.33
155,0.009673879145018017,4,0.3
156,0.009907964565102345,1,0.12
157,0.009907964565102345,2,0.24
158,0.009907964565102345,3,0.34
159,0.009907964565102345,4,0.3
160,0.010183309161466208,1,0.12
161,0.010183309161466208,2,0.24
162,0.010183309161466208,3,0.34
163,0.010183309161466208,4,0.3
164,0.010317790068121054,1,0.11
165,0.010317790068121054,2,0.25
166,0.010317790068121054,3,0.33
167,0.010317790068121054,4,0.31
168,0.010940416963294978,1,0.12
169,0.010940416963294978,2,0.24
170,0.010940416963294978,3,0.34
171,0.010940416963294978,4,0.3
172,0.011299734891433455,1,0.11
173,0.011299734891433455,2,0.23
174,0.011299734891433455,3,0.35
175,0.011299734891433455,4,0.31
176,0.011345433100229745,1,0.11
177,0.011345433100229745,2,0.24
178,0.011345433100229745,3,0.35
179,0.011345433100229745,4,0.3
180,0.011672494251301381,1,0.11
181,0.011672494251301381,2,0.25
182,0.011672494251301381,3,0.35
183,0.011672494251301381,4,0.29
184,0.011869398068775834,1,0.1
185,0.011869398068775834,2,0.25
186,0.011869398068775834,3,0.34
187,0.011869398068775834,4,0.31
188,0.012083544448523007,1,0.08
189,0.012083544448523007,2,0.25
190,0.012083544448523007,3,0.34
191,0.012083544448523007,4,0.33
192,0.012261476564018124,1,0.07
193,0.012261476564018124,2,0.25
194,0.012261476564018124,3,0.35
195,0.012261476564018124,4,0.33
196,0.012441057113336897,1,0.05
